gisjoin,state,county,year,wheat_production_bu
G2001010,Kansas,Lane,1935,635957.0
G2001030,Kansas,Leavenworth,1935,429588.0
G2001050,Kansas,Lincoln,1935,490480.0
G2001070,Kansas,Linn,1935,328375.0
G2001090,Kansas,Logan,1935,229908.0
G2001110,Kansas,Lyon,1935,402408.0
G2001130,Kansas,McPherson,1935,3408152.0
G2001150,Kansas,Marion,1935,1862523.0
G2001170,Kansas,Marshall,1935,704154.0
G2001190,Kansas,Meade,1935,600273.0
G2001210,Kansas,Miami,1935,326020.0
G2001230,Kansas,Mitchell,1935,594405.0
G2001250,Kansas,Montgomery,1935,555812.0
G2001270,Kansas,Morris,1935,366721.0
G2001290,Kansas,Morton,1935,261025.0
G2001310,Kansas,Nemaha,1935,314216.0
G2001330,Kansas,Neosho,1935,512194.0
G2001350,Kansas,Ness,1935,819490.0
G2001370,Kansas,Norton,1935,104148.0
G2001390,Kansas,Osage,1935,202221.0
G2001410,Kansas,Osborne,1935,160595.0
G2001430,Kansas,Ottawa,1935,943574.0
G2001450,Kansas,Pawnee,1935,2075727.0
G2001470,Kansas,Phillips,1935,148418.0
G2001490,Kansas,Pottawatomie,1935,275203.0
G2001510,Kansas,Pratt,1935,1717418.0
G2001530,Kansas,Rawlins,1935,1176392.0
G2001550,Kansas,Reno,1935,4853246.0
G2001570,Kansas,Republic,1935,616243.0
G2001590,Kansas,Rice,1935,2536907.0
G2001610,Kansas,Riley,1935,332551.0
G2001630,Kansas,Rooks,1935,221851.0
G2001650,Kansas,Rush,1935,1315307.0
G2001670,Kansas,Russell,1935,594227.0
G2001690,Kansas,Saline,1935,1524357.0
G2001710,Kansas,Scott,1935,512172.0
G2001730,Kansas,Sedgwick,1935,3981407.0
G2001750,Kansas,Seward,1935,330033.0
G2001770,Kansas,Shawnee,1935,222830.0
G2001790,Kansas,Sheridan,1935,232542.0
G2001810,Kansas,Sherman,1935,363369.0
G2001830,Kansas,Smith,1935,143140.0
G2001850,Kansas,Stafford,1935,2493520.0
G2001870,Kansas,Stanton,1935,497789.0
G2001890,Kansas,Stevens,1935,593503.0
G2001910,Kansas,Sumner,1935,4574469.0
G2001930,Kansas,Thomas,1935,787620.0
G2001950,Kansas,Trego,1935,455090.0
G2001970,Kansas,Wabaunsee,1935,269704.0
G2001990,Kansas,Wallace,1935,99831.0
G2002010,Kansas,Washington,1935,585430.0
G2002030,Kansas,Wichita,1935,194707.0
G2002050,Kansas,Wilson,1935,382026.0
G2002070,Kansas,Woodson,1935,209643.0
G2002090,Kansas,Wyandotte,1935,42724.0
G2100010,Kentucky,Adair,1935,39959.0
G2100030,Kentucky,Allen,1935,43253.0
G2100050,Kentucky,Anderson,1935,26096.0
G2100070,Kentucky,Ballard,1935,47710.0
G2100090,Kentucky,Barren,1935,77408.0
G2100110,Kentucky,Bath,1935,41521.0
G2100130,Kentucky,Bell,1935,10.0
G2100150,Kentucky,Boone,1935,14010.0
G2100170,Kentucky,Bourbon,1935,124706.0
G2100190,Kentucky,Boyd,1935,631.0
G2100210,Kentucky,Boyle,1935,93327.0
G2100230,Kentucky,Bracken,1935,37958.0
G2100250,Kentucky,Breathitt,1935,40.0
G2100270,Kentucky,Breckinridge,1935,52122.0
G2100290,Kentucky,Bullitt,1935,35130.0
G2100310,Kentucky,Butler,1935,24027.0
G2100330,Kentucky,Caldwell,1935,14277.0
G2100350,Kentucky,Calloway,1935,45734.0
G2100370,Kentucky,Campbell,1935,16805.0
G2100390,Kentucky,Carlisle,1935,18081.0
G2100410,Kentucky,Carroll,1935,16058.0
G2100430,Kentucky,Carter,1935,13257.0
G2100450,Kentucky,Casey,1935,19820.0
G2100470,Kentucky,Christian,1935,167231.0
G2100490,Kentucky,Clark,1935,48490.0
G2100510,Kentucky,Clay,1935,4026.0
G2100530,Kentucky,Clinton,1935,14317.0
G2100550,Kentucky,Crittenden,1935,8250.0
G2100570,Kentucky,Cumberland,1935,3067.0
G2100590,Kentucky,Daviess,1935,196882.0
G2100610,Kentucky,Edmonson,1935,9194.0
G2100630,Kentucky,Elliott,1935,5568.0
G2100650,Kentucky,Estill,1935,0.0
G2100670,Kentucky,Fayette,1935,99069.0
G2100690,Kentucky,Fleming,1935,49348.0
G2100710,Kentucky,Floyd,1935,105.0
G2100730,Kentucky,Franklin,1935,35433.0
G2100750,Kentucky,Fulton,1935,65604.0
G2100770,Kentucky,Gallatin,1935,3332.0
G2100790,Kentucky,Garrard,1935,48150.0
G2100810,Kentucky,Grant,1935,22680.0
G2100830,Kentucky,Graves,1935,44655.0
G2100850,Kentucky,Grayson,1935,28239.0
G2100870,Kentucky,Green,1935,31648.0
G2100890,Kentucky,Greenup,1935,7512.0
G2100910,Kentucky,Hancock,1935,41135.0
G2100930,Kentucky,Hardin,1935,59431.0
G2100950,Kentucky,Harlan,1935,75.0
G2100970,Kentucky,Harrison,1935,95777.0
G2100990,Kentucky,Hart,1935,16604.0
G2101010,Kentucky,Henderson,1935,165400.0
G2101030,Kentucky,Henry,1935,59720.0
G2101050,Kentucky,Hickman,1935,60781.0
G2101070,Kentucky,Hopkins,1935,87558.0
G2101090,Kentucky,Jackson,1935,4096.0
G2101110,Kentucky,Jefferson,1935,98754.0
G2101130,Kentucky,Jessamine,1935,113086.0
G2101150,Kentucky,Johnson,1935,4217.0
G2101170,Kentucky,Kenton,1935,7916.0
G2101190,Kentucky,Knott,1935,0.0
G2101210,Kentucky,Knox,1935,691.0
G2101230,Kentucky,Larue,1935,37519.0
G2101250,Kentucky,Laurel,1935,16149.0
G2101270,Kentucky,Lawrence,1935,1992.0
G2101290,Kentucky,Lee,1935,349.0
G2101310,Kentucky,Leslie,1935,0.0
G2101330,Kentucky,Letcher,1935,288.0
G2101350,Kentucky,Lewis,1935,6309.0
G2101370,Kentucky,Lincoln,1935,59137.0
G2101390,Kentucky,Livingston,1935,9412.0
G2101410,Kentucky,Logan,1935,214767.0
G2101430,Kentucky,Lyon,1935,5079.0
G2101450,Kentucky,McCracken,1935,12837.0
G2101470,Kentucky,McCreary,1935,50.0
G2101490,Kentucky,McLean,1935,102312.0
G2101510,Kentucky,Madison,1935,32241.0
G2101530,Kentucky,Magoffin,1935,1018.0
G2101550,Kentucky,Marion,1935,41541.0
G2101570,Kentucky,Marshall,1935,31833.0
G2101590,Kentucky,Martin,1935,0.0
G2101610,Kentucky,Mason,1935,113562.0
G2101630,Kentucky,Meade,1935,59121.0
G2101650,Kentucky,Menifee,1935,302.0
G2101670,Kentucky,Mercer,1935,145484.0
G2101690,Kentucky,Metcalfe,1935,30093.0
G2101710,Kentucky,Monroe,1935,22822.0
G2101730,Kentucky,Montgomery,1935,17677.0
G2101750,Kentucky,Morgan,1935,3660.0
G2101770,Kentucky,Muhlenberg,1935,65566.0
G2101790,Kentucky,Nelson,1935,112124.0
G2101810,Kentucky,Nicholas,1935,35055.0
G2101830,Kentucky,Ohio,1935,43108.0
G2101850,Kentucky,Oldham,1935,59835.0
G2101870,Kentucky,Owen,1935,26124.0
G2101890,Kentucky,Owsley,1935,1243.0
G2101910,Kentucky,Pendleton,1935,36305.0
G2101930,Kentucky,Perry,1935,0.0
G2101950,Kentucky,Pike,1935,557.0
G2101970,Kentucky,Powell,1935,190.0
G2101990,Kentucky,Pulaski,1935,56202.0
G2102010,Kentucky,Robertson,1935,13125.0
G2102030,Kentucky,Rockcastle,1935,10252.0
G2102050,Kentucky,Rowan,1935,1011.0
G2102070,Kentucky,Russell,1935,20904.0
G2102090,Kentucky,Scott,1935,104452.0
G2102110,Kentucky,Shelby,1935,193884.0
G2102130,Kentucky,Simpson,1935,132180.0
G2102150,Kentucky,Spencer,1935,38368.0
G2102170,Kentucky,Taylor,1935,54158.0
G2102190,Kentucky,Todd,1935,87461.0
G2102210,Kentucky,Trigg,1935,36992.0
G2102230,Kentucky,Trimble,1935,40284.0
G2102250,Kentucky,Union,1935,202807.0
G2102270,Kentucky,Warren,1935,83126.0
G2102290,Kentucky,Washington,1935,69652.0
G2102310,Kentucky,Wayne,1935,21729.0
G2102330,Kentucky,Webster,1935,83288.0
G2102350,Kentucky,Whitley,1935,0.0
G2102370,Kentucky,Wolfe,1935,554.0
G2102390,Kentucky,Woodford,1935,109990.0
G2200010,Louisiana,Acadia,1935,0.0
G2200030,Louisiana,Allen,1935,0.0
G2200050,Louisiana,Ascension,1935,0.0
G2200070,Louisiana,Assumption,1935,0.0
G2200090,Louisiana,Avoyelles,1935,0.0
G2200110,Louisiana,Beauregard,1935,0.0
G2200130,Louisiana,Bienville,1935,0.0
G2200150,Louisiana,Bossier,1935,0.0
G2200170,Louisiana,Caddo,1935,0.0
G2200190,Louisiana,Calcasieu,1935,0.0
G2200210,Louisiana,Caldwell,1935,0.0
G2200230,Louisiana,Cameron,1935,0.0
G2200250,Louisiana,Catahoula,1935,0.0
G2200270,Louisiana,Claiborne,1935,0.0
G2200290,Louisiana,Concordia,1935,0.0
G2200310,Louisiana,De Soto,1935,15.0
G2200330,Louisiana,East Baton Rouge,1935,0.0
G2200350,Louisiana,East Carroll,1935,0.0
G2200370,Louisiana,East Feliciana,1935,50.0
G2200390,Louisiana,Evangeline,1935,0.0
G2200410,Louisiana,Franklin,1935,0.0
G2200430,Louisiana,Grant,1935,0.0
G2200450,Louisiana,Iberia,1935,0.0
G2200470,Louisiana,Iberville,1935,0.0
G2200490,Louisiana,Jackson,1935,0.0
G2200510,Louisiana,Jefferson,1935,0.0
G2200530,Louisiana,Jefferson Davis,1935,0.0
G2200550,Louisiana,Lafayette,1935,0.0
G2200570,Louisiana,Lafourche,1935,0.0
G2200590,Louisiana,La Salle,1935,0.0
G2200610,Louisiana,Lincoln,1935,0.0
G2200630,Louisiana,Livingston,1935,0.0
G2200650,Louisiana,Madison,1935,0.0
G2200670,Louisiana,Morehouse,1935,0.0
G2200690,Louisiana,Natchitoches,1935,0.0
G2200710,Louisiana,Orleans,1935,0.0
G2200730,Louisiana,Ouachita,1935,0.0
G2200750,Louisiana,Plaquemines,1935,0.0
G2200770,Louisiana,Pointe Coupee,1935,0.0
G2200790,Louisiana,Rapides,1935,0.0
G2200810,Louisiana,Red River,1935,0.0
G2200830,Louisiana,Richland,1935,0.0
G2200850,Louisiana,Sabine,1935,0.0
G2200870,Louisiana,St Bernard,1935,0.0
G2200890,Louisiana,St Charles,1935,0.0
G2200910,Louisiana,St Helena,1935,0.0
G2200930,Louisiana,St James,1935,0.0
G2200950,Louisiana,St John The Baptist,1935,0.0
G2200970,Louisiana,St Landry,1935,0.0
G2200990,Louisiana,St Martin,1935,0.0
G2201010,Louisiana,St Mary,1935,0.0
G2201030,Louisiana,St Tammany,1935,0.0
G2201050,Louisiana,Tangipahoa,1935,0.0
G2201070,Louisiana,Tensas,1935,15.0
G2201090,Louisiana,Terrebonne,1935,0.0
G2201110,Louisiana,Union,1935,0.0
G2201130,Louisiana,Vermilion,1935,0.0
G2201150,Louisiana,Vernon,1935,0.0
G2201170,Louisiana,Washington,1935,0.0
G2201190,Louisiana,Webster,1935,0.0
G2201210,Louisiana,West Baton Rouge,1935,0.0
G2201230,Louisiana,West Carroll,1935,0.0
G2201250,Louisiana,West Feliciana,1935,500.0
G2201270,Louisiana,Winn,1935,0.0
G2300010,Maine,Androscoggin,1935,83.0
G2300030,Maine,Aroostook,1935,140937.0
G2300050,Maine,Cumberland,1935,156.0
G2300070,Maine,Franklin,1935,5.0
G2300090,Maine,Hancock,1935,87.0
G2300110,Maine,Kennebec,1935,400.0
G2300130,Maine,Knox,1935,10.0
G2300150,Maine,Lincoln,1935,259.0
G2300170,Maine,Oxford,1935,47.0
G2300190,Maine,Penobscot,1935,3202.0
G2300210,Maine,Piscataquis,1935,194.0
G2300230,Maine,Sagadahoc,1935,131.0
G2300250,Maine,Somerset,1935,548.0
G2300270,Maine,Waldo,1935,186.0
G2300290,Maine,Washington,1935,636.0
G2300310,Maine,York,1935,0.0
G2400010,Maryland,Allegany,1935,30351.0
G2400030,Maryland,Anne Arundel,1935,17570.0
G2400050,Maryland,Baltimore,1935,343726.0
G2400090,Maryland,Calvert,1935,10619.0
G2400110,Maryland,Caroline,1935,327196.0
G2400130,Maryland,Carroll,1935,840849.0
G2400150,Maryland,Cecil,1935,419997.0
G2400170,Maryland,Charles,1935,66333.0
G2400190,Maryland,Dorchester,1935,317074.0
G2400210,Maryland,Frederick,1935,1144578.0
G2400230,Maryland,Garrett,1935,65574.0
G2400250,Maryland,Harford,1935,243257.0
G2400270,Maryland,Howard,1935,317920.0
G2400290,Maryland,Kent,1935,593482.0
G2400310,Maryland,Montgomery,1935,504536.0
G2400330,Maryland,Prince Georges,1935,70822.0
G2400350,Maryland,Queen Anne's,1935,653999.0
G2400370,Maryland,St Mary's,1935,121096.0
G2400390,Maryland,Somerset,1935,49369.0
G2400410,Maryland,Talbot,1935,561224.0
G2400430,Maryland,Washington,1935,805765.0
G2400450,Maryland,Wicomico,1935,28947.0
G2400470,Maryland,Worcester,1935,84306.0
G2405100,Maryland,Baltimore City,1935,1700.0
G2500010,Massachusetts,Barnstable,1935,25.0
G2500030,Massachusetts,Berkshire,1935,850.0
G2500050,Massachusetts,Bristol,1935,6.0
G2500070,Massachusetts,Dukes,1935,0.0
G2500090,Massachusetts,Essex,1935,35.0
G2500110,Massachusetts,Franklin,1935,0.0
G2500130,Massachusetts,Hampden,1935,10.0
G2500150,Massachusetts,Hampshire,1935,15.0
G2500170,Massachusetts,Middlesex,1935,165.0
G2500190,Massachusetts,Nantucket,1935,0.0
G2500210,Massachusetts,Norfolk,1935,80.0
G2500230,Massachusetts,Plymouth,1935,0.0
G2500250,Massachusetts,Suffolk,1935,0.0
G2500270,Massachusetts,Worcester,1935,109.0
G2600010,Michigan,Alcona,1935,20473.0
G2600030,Michigan,Alger,1935,1104.0
G2600050,Michigan,Allegan,1935,492386.0
G2600070,Michigan,Alpena,1935,31214.0
G2600090,Michigan,Antrim,1935,9426.0
G2600110,Michigan,Arenac,1935,13137.0
G2600130,Michigan,Baraga,1935,1919.0
G2600150,Michigan,Barry,1935,332646.0
G2600170,Michigan,Bay,1935,148385.0
G2600190,Michigan,Benzie,1935,7487.0
G2600210,Michigan,Berrien,1935,268858.0
G2600230,Michigan,Branch,1935,365681.0
G2600250,Michigan,Calhoun,1935,457748.0
G2600270,Michigan,Cass,1935,290530.0
G2600290,Michigan,Charlevoix,1935,14547.0
G2600310,Michigan,Cheboygan,1935,3590.0
G2600330,Michigan,Chippewa,1935,24335.0
G2600350,Michigan,Clare,1935,4383.0
G2600370,Michigan,Clinton,1935,423144.0
G2600390,Michigan,Crawford,1935,196.0
G2600410,Michigan,Delta,1935,2733.0
G2600430,Michigan,Dickinson,1935,1290.0
G2600450,Michigan,Eaton,1935,539508.0
G2600470,Michigan,Emmet,1935,10122.0
G2600490,Michigan,Genesee,1935,202014.0
G2600510,Michigan,Gladwin,1935,5938.0
G2600530,Michigan,Gogebic,1935,400.0
G2600550,Michigan,Grand Traverse,1935,18347.0
G2600570,Michigan,Gratiot,1935,221410.0
G2600590,Michigan,Hillsdale,1935,420040.0
G2600610,Michigan,Houghton,1935,6289.0
G2600630,Michigan,Huron,1935,434581.0
G2600650,Michigan,Ingham,1935,242553.0
G2600670,Michigan,Ionia,1935,447278.0
G2600690,Michigan,Iosco,1935,2455.0
G2600710,Michigan,Iron,1935,653.0
G2600730,Michigan,Isabella,1935,55525.0
G2600750,Michigan,Jackson,1935,287978.0
G2600770,Michigan,Kalamazoo,1935,318631.0
G2600790,Michigan,Kalkaska,1935,3193.0
G2600810,Michigan,Kent,1935,314794.0
G2600830,Michigan,Keweenaw,1935,100.0
G2600850,Michigan,Lake,1935,2640.0
G2600870,Michigan,Lapeer,1935,165175.0
G2600890,Michigan,Leelanau,1935,32279.0
G2600910,Michigan,Lenawee,1935,778118.0
G2600930,Michigan,Livingston,1935,150747.0
G2600950,Michigan,Luce,1935,376.0
G2600970,Michigan,Mackinac,1935,5531.0
G2600990,Michigan,Macomb,1935,211591.0
G2601010,Michigan,Manistee,1935,18850.0
G2601030,Michigan,Marquette,1935,236.0
G2601050,Michigan,Mason,1935,45367.0
G2601070,Michigan,Mecosta,1935,12539.0
G2601090,Michigan,Menominee,1935,5428.0
G2601110,Michigan,Midland,1935,34322.0
G2601130,Michigan,Missaukee,1935,11892.0
G2601150,Michigan,Monroe,1935,705342.0
G2601170,Michigan,Montcalm,1935,127636.0
G2601190,Michigan,Montmorency,1935,6623.0
G2601210,Michigan,Muskegon,1935,55534.0
G2601230,Michigan,Newaygo,1935,65921.0
G2601250,Michigan,Oakland,1935,77616.0
G2601270,Michigan,Oceana,1935,42006.0
G2601290,Michigan,Ogemaw,1935,3431.0
G2601310,Michigan,Ontonagon,1935,5503.0
G2601330,Michigan,Osceola,1935,8553.0
G2601350,Michigan,Oscoda,1935,949.0
G2601370,Michigan,Otsego,1935,2696.0
G2601390,Michigan,Ottawa,1935,365137.0
G2601410,Michigan,Presque Isle,1935,32997.0
G2601430,Michigan,Roscommon,1935,597.0
G2601450,Michigan,Saginaw,1935,335884.0
G2601470,Michigan,St Clair,1935,277483.0
G2601490,Michigan,St Joseph,1935,288349.0
G2601510,Michigan,Sanilac,1935,420235.0
G2601530,Michigan,Schoolcraft,1935,243.0
G2601550,Michigan,Shiawassee,1935,245180.0
G2601570,Michigan,Tuscola,1935,329165.0
G2601590,Michigan,Van Buren,1935,187947.0
G2601610,Michigan,Washtenaw,1935,477076.0
G2601630,Michigan,Wayne,1935,108784.0
G2601650,Michigan,Wexford,1935,6303.0
G2700010,Minnesota,Aitkin,1935,2665.0
G2700030,Minnesota,Anoka,1935,3412.0
G2700050,Minnesota,Becker,1935,219131.0
G2700070,Minnesota,Beltrami,1935,20553.0
G2700090,Minnesota,Benton,1935,24458.0
G2700110,Minnesota,Big Stone,1935,18271.0
G2700130,Minnesota,Blue Earth,1935,250670.0
G2700150,Minnesota,Brown,1935,209264.0
G2700170,Minnesota,Carlton,1935,3125.0
G2700190,Minnesota,Carver,1935,85987.0
G2700210,Minnesota,Cass,1935,4019.0
G2700230,Minnesota,Chippewa,1935,21639.0
G2700250,Minnesota,Chisago,1935,28309.0
G2700270,Minnesota,Clay,1935,1029073.0
G2700290,Minnesota,Clearwater,1935,99621.0
G2700310,Minnesota,Cook,1935,64.0
G2700330,Minnesota,Cottonwood,1935,22667.0
G2700350,Minnesota,Crow Wing,1935,3085.0
G2700370,Minnesota,Dakota,1935,75298.0
G2700390,Minnesota,Dodge,1935,22713.0
G2700410,Minnesota,Douglas,1935,127712.0
G2700430,Minnesota,Faribault,1935,63256.0
G2700450,Minnesota,Fillmore,1935,35528.0
G2700470,Minnesota,Freeborn,1935,64186.0
G2700490,Minnesota,Goodhue,1935,71256.0
G2700510,Minnesota,Grant,1935,98858.0
G2700530,Minnesota,Hennepin,1935,29313.0
G2700550,Minnesota,Houston,1935,15871.0
G2700570,Minnesota,Hubbard,1935,10986.0
G2700590,Minnesota,Isanti,1935,26204.0
G2700610,Minnesota,Itasca,1935,8207.0
G2700630,Minnesota,Jackson,1935,21376.0
G2700650,Minnesota,Kanabec,1935,3829.0
G2700670,Minnesota,Kandiyohi,1935,21680.0
G2700690,Minnesota,Kittson,1935,1091032.0
G2700710,Minnesota,Koochiching,1935,21167.0
G2700730,Minnesota,Lac Qui Parle,1935,44453.0
G2700750,Minnesota,Lake,1935,1488.0
G2700770,Minnesota,Lake Of The Woods,1935,20826.0
G2700790,Minnesota,Le Sueur,1935,346832.0
G2700810,Minnesota,Lincoln,1935,20329.0
G2700830,Minnesota,Lyon,1935,67383.0
G2700850,Minnesota,McLeod,1935,129397.0
G2700870,Minnesota,Mahnomen,1935,118337.0
G2700890,Minnesota,Marshall,1935,660259.0
G2700910,Minnesota,Martin,1935,17358.0
G2700930,Minnesota,Meeker,1935,98251.0
G2700950,Minnesota,Mille Lacs,1935,4561.0
G2700970,Minnesota,Morrison,1935,96930.0
G2700990,Minnesota,Mower,1935,23716.0
G2701010,Minnesota,Murray,1935,7106.0
G2701030,Minnesota,Nicollet,1935,205732.0
G2701050,Minnesota,Nobles,1935,6193.0
G2701070,Minnesota,Norman,1935,958175.0
G2701090,Minnesota,Olmsted,1935,38083.0
G2701110,Minnesota,Otter Tail,1935,465659.0
G2701130,Minnesota,Pennington,1935,133462.0
G2701150,Minnesota,Pine,1935,13520.0
G2701170,Minnesota,Pipestone,1935,2636.0
G2701190,Minnesota,Polk,1935,2441258.0
G2701210,Minnesota,Pope,1935,18668.0
G2701230,Minnesota,Ramsey,1935,2266.0
G2701250,Minnesota,Red Lake,1935,237307.0
G2701270,Minnesota,Redwood,1935,246751.0
G2701290,Minnesota,Renville,1935,303835.0
G2701310,Minnesota,Rice,1935,123413.0
G2701330,Minnesota,Rock,1935,4134.0
G2701350,Minnesota,Roseau,1935,122141.0
G2701370,Minnesota,St Louis,1935,16698.0
G2701390,Minnesota,Scott,1935,178899.0
G2701410,Minnesota,Sherburne,1935,11466.0
G2701430,Minnesota,Sibley,1935,239716.0
G2701450,Minnesota,Stearns,1935,120867.0
G2701470,Minnesota,Steele,1935,54064.0
G2701490,Minnesota,Stevens,1935,25083.0
G2701510,Minnesota,Swift,1935,9904.0
G2701530,Minnesota,Todd,1935,82431.0
G2701550,Minnesota,Traverse,1935,60268.0
G2701570,Minnesota,Wabasha,1935,34548.0
G2701590,Minnesota,Wadena,1935,11193.0
G2701610,Minnesota,Waseca,1935,98570.0
G2701630,Minnesota,Washington,1935,30044.0
G2701650,Minnesota,Watonwan,1935,32919.0
G2701670,Minnesota,Wilkin,1935,257718.0
G2701690,Minnesota,Winona,1935,43600.0
G2701710,Minnesota,Wright,1935,107815.0
G2701730,Minnesota,Yellow Medicine,1935,131237.0
G2800010,Mississippi,Adams,1935,0.0
G2800030,Mississippi,Alcorn,1935,0.0
G2800050,Mississippi,Amite,1935,0.0
G2800070,Mississippi,Attala,1935,0.0
G2800090,Mississippi,Benton,1935,40.0
G2800110,Mississippi,Bolivar,1935,2028.0
G2800130,Mississippi,Calhoun,1935,0.0
G2800150,Mississippi,Carroll,1935,34.0
G2800170,Mississippi,Chickasaw,1935,0.0
G2800190,Mississippi,Choctaw,1935,24.0
G2800210,Mississippi,Claiborne,1935,0.0
G2800230,Mississippi,Clarke,1935,0.0
G2800250,Mississippi,Clay,1935,0.0
G2800270,Mississippi,Coahoma,1935,971.0
G2800290,Mississippi,Copiah,1935,0.0
G2800310,Mississippi,Covington,1935,0.0
G2800330,Mississippi,DeSoto,1935,0.0
G2800350,Mississippi,Forrest,1935,0.0
G2800370,Mississippi,Franklin,1935,0.0
G2800390,Mississippi,George,1935,0.0
G2800410,Mississippi,Greene,1935,0.0
G2800430,Mississippi,Grenada,1935,0.0
G2800450,Mississippi,Hancock,1935,0.0
G2800470,Mississippi,Harrison,1935,0.0
G2800490,Mississippi,Hinds,1935,31.0
G2800510,Mississippi,Holmes,1935,0.0
G2800530,Mississippi,Humphreys,1935,0.0
G2800550,Mississippi,Issaquena,1935,250.0
G2800570,Mississippi,Itawamba,1935,55.0
G2800590,Mississippi,Jackson,1935,0.0
G2800610,Mississippi,Jasper,1935,0.0
G2800630,Mississippi,Jefferson,1935,0.0
G2800650,Mississippi,Jefferson Davis,1935,0.0
G2800670,Mississippi,Jones,1935,0.0
G2800690,Mississippi,Kemper,1935,0.0
G2800710,Mississippi,Lafayette,1935,0.0
G2800730,Mississippi,Lamar,1935,0.0
G2800750,Mississippi,Lauderdale,1935,0.0
G2800770,Mississippi,Lawrence,1935,0.0
G2800790,Mississippi,Leake,1935,0.0
G2800810,Mississippi,Lee,1935,0.0
G2800830,Mississippi,Leflore,1935,1050.0
G2800850,Mississippi,Lincoln,1935,0.0
G2800870,Mississippi,Lowndes,1935,0.0
G2800890,Mississippi,Madison,1935,0.0
G2800910,Mississippi,Marion,1935,0.0
G2800930,Mississippi,Marshall,1935,40.0
G2800950,Mississippi,Monroe,1935,0.0
G2800970,Mississippi,Montgomery,1935,4.0
G2800990,Mississippi,Neshoba,1935,0.0
G2801010,Mississippi,Newton,1935,50.0
G2801030,Mississippi,Noxubee,1935,0.0
G2801050,Mississippi,Oktibbeha,1935,0.0
G2801070,Mississippi,Panola,1935,12.0
G2801090,Mississippi,Pearl River,1935,0.0
G2801110,Mississippi,Perry,1935,0.0
G2801130,Mississippi,Pike,1935,0.0
G2801150,Mississippi,Pontotoc,1935,60.0
G2801170,Mississippi,Prentiss,1935,0.0
G2801190,Mississippi,Quitman,1935,0.0
G2801210,Mississippi,Rankin,1935,0.0
G2801230,Mississippi,Scott,1935,45.0
G2801250,Mississippi,Sharkey,1935,385.0
G2801270,Mississippi,Simpson,1935,0.0
G2801290,Mississippi,Smith,1935,0.0
G2801310,Mississippi,Stone,1935,0.0
G2801330,Mississippi,Sunflower,1935,7050.0
G2801350,Mississippi,Tallahatchie,1935,0.0
G2801370,Mississippi,Tate,1935,0.0
G2801390,Mississippi,Tippah,1935,0.0
G2801410,Mississippi,Tishomingo,1935,17.0
G2801430,Mississippi,Tunica,1935,0.0
G2801450,Mississippi,Union,1935,0.0
G2801470,Mississippi,Walthall,1935,0.0
G2801490,Mississippi,Warren,1935,0.0
G2801510,Mississippi,Washington,1935,100.0
G2801530,Mississippi,Wayne,1935,0.0
G2801550,Mississippi,Webster,1935,0.0
G2801570,Mississippi,Wilkinson,1935,0.0
G2801590,Mississippi,Winston,1935,10.0
G2801610,Mississippi,Yalobusha,1935,0.0
G2801630,Mississippi,Yazoo,1935,0.0
G2900010,Missouri,Adair,1935,5595.0
G2900030,Missouri,Andrew,1935,146162.0
G2900050,Missouri,Atchison,1935,206744.0
G2900070,Missouri,Audrain,1935,44022.0
G2900090,Missouri,Barry,1935,178036.0
G2900110,Missouri,Barton,1935,390436.0
G2900130,Missouri,Bates,1935,585319.0
G2900150,Missouri,Benton,1935,108012.0
G2900170,Missouri,Bollinger,1935,98751.0
G2900190,Missouri,Boone,1935,139228.0
G2900210,Missouri,Buchanan,1935,395004.0
G2900230,Missouri,Butler,1935,39980.0
G2900250,Missouri,Caldwell,1935,35443.0
G2900270,Missouri,Callaway,1935,279613.0
G2900290,Missouri,Camden,1935,12398.0
G2900310,Missouri,Cape Girardeau,1935,339992.0
G2900330,Missouri,Carroll,1935,892699.0
G2900350,Missouri,Carter,1935,5426.0
G2900370,Missouri,Cass,1935,477222.0
G2900390,Missouri,Cedar,1935,147019.0
G2900410,Missouri,Chariton,1935,647927.0
G2900430,Missouri,Christian,1935,132370.0
G2900450,Missouri,Clark,1935,127766.0
G2900470,Missouri,Clay,1935,110753.0
G2900490,Missouri,Clinton,1935,75557.0
G2900510,Missouri,Cole,1935,299407.0
G2900530,Missouri,Cooper,1935,501257.0
G2900550,Missouri,Crawford,1935,80882.0
G2900570,Missouri,Dade,1935,357147.0
G2900590,Missouri,Dallas,1935,62957.0
G2900610,Missouri,Daviess,1935,54024.0
G2900630,Missouri,DeKalb,1935,29478.0
G2900650,Missouri,Dent,1935,61002.0
G2900670,Missouri,Douglas,1935,38591.0
G2900690,Missouri,Dunklin,1935,65233.0
G2900710,Missouri,Franklin,1935,633882.0
G2900730,Missouri,Gasconade,1935,365315.0
G2900750,Missouri,Gentry,1935,53498.0
G2900770,Missouri,Greene,1935,239882.0
G2900790,Missouri,Grundy,1935,6980.0
G2900810,Missouri,Harrison,1935,6825.0
G2900830,Missouri,Henry,1935,256603.0
G2900850,Missouri,Hickory,1935,68243.0
G2900870,Missouri,Holt,1935,296227.0
G2900890,Missouri,Howard,1935,294306.0
G2900910,Missouri,Howell,1935,55533.0
G2900930,Missouri,Iron,1935,30264.0
G2900950,Missouri,Jackson,1935,279526.0
G2900970,Missouri,Jasper,1935,700779.0
